,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
4970,279.0,3,23,2.94,3,74,23
4971,211.0,5,30,3.95,1,289,30
4972,177.0,3,33,4.27,1,150,33
4973,77.0,2,48,6.37,5,52,48
4974,129.0,2,34,4.53,1,0,34
4975,180.0,2,29,3.83,1,170,29
4976,350.0,3,7,0.96,1,179,7
4977,329.0,2,3,0.55,4,341,3
4978,60.0,14,1,0.4,6,269,1
4979,49.0,31,1,0.23,6,364,1
4980,48.0,31,0,,6,364,0
4981,14.0,31,0,,1,249,0
4982,132.0,30,0,,10,341,0
4983,161.0,2,42,5.48,3,129,42
4984,145.0,2,18,2.61,2,40,18
4985,122.0,1,9,1.43,3,255,9
4986,122.0,3,23,3.0,1,171,23
4987,95.0,1,29,3.7,6,90,29
4988,155.0,5,1,0.17,1,364,1
4989,63.0,35,5,0.87,2,47,5
4990,99.0,30,40,5.41,3,0,40
4991,70.0,1,25,3.49,3,106,25
4992,,3,6,1.22,1,0,6
4993,74.0,30,0,,1,162,0
4994,85.0,30,1,1.0,1,126,1
4995,77.0,3,30,4.07,4,0,30
4996,123.0,30,1,0.22,134,91,1
4997,64.0,30,1,0.43,6,258,1
4998,160.0,30,0,,1,179,0
4999,160.0,1,1,0.16,4,346,1
5000,2000.0,1,0,,19,364,0
5001,132.0,30,3,0.45,134,123,3
5002,2000.0,1,0,,19,364,0
5003,128.0,3,38,5.7,1,59,38
5004,88.0,30,1,0.44,9,344,1
5005,,7,0,,1,211,0
5006,230.0,1,14,1.83,1,40,14
5007,180.0,1,16,2.64,1,99,16
5008,289.0,2,15,2.18,3,271,15
5009,124.0,30,23,3.25,1,100,23
5010,85.0,30,2,0.31,2,256,2
5011,96.0,10,0,,7,179,0
5012,111.0,2,14,2.9,1,143,14
5013,105.0,30,0,,2,89,0
5014,289.0,2,25,3.32,1,172,25
5015,88.0,30,1,0.73,6,251,1
5016,46.0,30,2,0.34,5,94,2
5017,136.0,2,26,4.97,1,65,26
5018,123.0,2,20,2.7,1,35,20
5019,,30,0,,1,0,0
5020,181.0,2,26,3.51,1,185,26
5021,215.0,30,3,0.46,1,92,3
5022,298.0,30,7,1.11,2,179,7
5023,91.0,1,96,12.58,1,0,96
5024,122.0,1,5,0.78,3,93,5
5025,90.0,30,3,0.52,3,95,3
5026,249.0,30,2,0.4,1,205,2
5027,,1,5,0.68,2,0,5
5028,130.0,30,1,0.27,1,364,1
5029,171.0,5,12,1.78,1,0,12
5030,130.0,30,2,0.55,26,70,2
5031,230.0,22,19,3.22,1,149,19
5032,146.0,30,1,0.25,1,326,1
5033,113.0,1,15,2.24,1,355,15
5034,351.0,2,7,1.15,5,91,7
5035,351.0,2,12,1.93,5,93,12
5036,135.0,1,15,2.24,18,364,15
5037,151.0,2,41,6.15,1,237,41
5038,75.0,2,13,2.2,1,52,13
5039,185.0,30,2,0.37,5,364,2
5040,169.0,1,18,3.75,1,61,18
5041,64.0,1,72,9.95,1,0,72
5042,250.0,3,1,0.3,1,13,1
5043,170.0,31,1,0.24,1,49,1
5044,857.0,3,0,,30,328,0
5045,135.0,2,7,1.47,1,60,7
5046,33.0,31,1,0.27,5,71,1
5047,89.0,30,2,0.31,2,334,2
5048,720.0,10,0,,30,364,0
5049,180.0,2,26,3.79,1,70,26
5050,1200.0,10,0,,30,364,0
5051,137.0,2,39,5.39,1,130,39
5052,116.0,3,25,3.91,1,142,25
5053,100.0,30,0,,1,364,0
5054,133.0,2,13,2.02,1,116,13
5055,125.0,30,1,0.56,1,192,1
5056,64.0,2,38,5.23,2,73,38
5057,110.0,30,18,2.65,1,325,18
5058,272.0,2,13,1.82,2,0,13
5059,109.0,30,1,0.73,2,250,1
5060,48.0,30,2,0.34,8,358,2
5061,58.0,30,2,0.36,8,283,2
5062,238.0,2,35,5.22,1,123,35
5063,178.0,90,0,,1,358,0
5064,593.0,1,12,2.09,3,11,12
5065,118.0,2,9,1.49,1,52,9
5066,,30,3,0.61,10,0,3
5067,106.0,1,21,2.86,134,357,21
5068,104.0,1,40,6.03,1,35,40
5069,145.0,1,11,2.58,1,11,11
5070,100.0,30,2,0.31,26,286,2
5071,1200.0,20,0,,2,70,0
5072,415.0,3,7,1.06,1,178,7
5073,64.0,1,29,4.05,7,50,29
5074,40.0,30,2,0.58,6,100,2
5075,41.0,1,0,,19,364,0
5076,881.0,2,8,1.2,1,334,8
5077,170.0,30,1,0.29,1,342,1
5078,450.0,3,0,,1,44,0
5079,95.0,30,3,0.6,1,127,3
5080,113.0,3,15,2.98,1,0,15
5081,100.0,2,34,5.13,3,8,34
5082,45.0,30,2,0.6,20,73,2
5083,190.0,26,0,,1,83,0
5084,160.0,30,1,0.22,1,364,1
5085,,2,18,2.69,1,0,18
5086,353.0,30,0,,1,364,0
5087,102.0,2,25,3.73,1,361,25
5088,70.0,1,26,3.63,7,33,26
5089,87.0,1,20,2.88,7,50,20
5090,74.0,1,28,4.02,7,49,28
5091,170.0,1,5,0.84,4,328,5
5092,122.0,1,35,5.68,2,71,35
5093,285.0,3,8,1.88,1,3,8
5094,142.0,3,28,4.04,16,209,28
5095,200.0,4,0,,3,364,0
5096,,30,0,,1,210,0
5097,175.0,1,24,3.44,1,0,24
5098,93.0,30,1,0.88,1,165,1
5099,500.0,1,7,1.23,1,0,7
5100,146.0,3,33,4.74,16,134,33
5101,129.0,30,3,0.48,134,8,3
5102,271.0,1,26,4.73,1,313,26
5103,151.0,1,35,6.25,1,237,35
5104,450.0,8,10,1.46,1,61,10
5105,350.0,2,10,1.97,1,71,10
5106,109.0,30,3,0.67,134,0,3
5107,119.0,1,23,3.54,1,333,23
5108,80.0,30,3,0.59,134,128,3
5109,726.0,2,2,0.3,2,158,2
5110,110.0,1,13,1.99,6,0,13
5111,110.0,1,13,2.42,6,14,13
5112,95.0,1,10,1.79,6,0,10
5113,96.0,2,30,4.31,1,117,30
5114,140.0,3,32,4.64,16,158,32
5115,109.0,2,41,5.97,2,56,41
5116,48.0,30,4,0.65,134,333,4
5117,,30,0,,1,304,0
5118,202.0,1,60,9.23,1,0,60
5119,179.0,3,17,2.79,5,17,17
5120,119.0,30,1,0.68,11,336,1
5121,125.0,30,0,,42,286,0
5122,100.0,30,4,0.72,3,119,4
5123,108.0,90,0,,3,363,0
5124,132.0,1,62,9.95,1,0,62
5125,95.0,30,1,0.28,43,90,1
5126,149.0,1,41,6.09,1,67,41
5127,540.0,2,16,3.5,1,0,16
5128,,1,13,2.17,1,0,13
5129,150.0,1,10,1.42,1,364,10
5130,250.0,3,22,3.28,1,0,22
5131,130.0,30,0,,1,28,0
5132,126.0,30,0,,8,322,0
5133,66.0,30,2,0.39,8,349,2
5134,172.0,3,19,2.97,1,177,19
5135,182.0,1,0,,2,89,0
5136,138.0,1,15,2.5,2,89,15
5137,120.0,30,0,,1,364,0
5138,,2,0,,5,0,0
5139,145.0,2,29,5.3,1,76,29
5140,,3,9,1.54,1,0,9
5141,200.0,1,27,4.5,2,225,27
5142,150.0,2,11,1.92,1,286,11
5143,261.0,1,13,1.95,1,174,13
5144,124.0,5,20,3.08,4,76,20
5145,125.0,30,1,0.22,8,359,1
5146,119.0,1,7,1.83,2,362,7
5147,175.0,30,0,,2,364,0
5148,190.0,2,30,4.69,1,233,30
5149,146.0,2,11,1.63,1,174,11
5150,160.0,30,0,,8,365,0
5151,69.0,30,0,,8,339,0
5152,200.0,2,21,3.06,2,0,21
5153,172.0,1,24,3.71,1,213,24
5154,137.0,2,27,4.79,1,67,27
5155,133.0,30,2,0.44,1,201,2
5156,75.0,3,12,2.42,4,159,12
5157,200.0,30,3,0.66,1,83,3
5158,130.0,180,0,,1,364,0
5159,73.0,1,28,4.14,1,0,28
5160,884.0,30,0,,134,275,0
5161,,30,0,,1,364,0
5162,120.0,30,0,,1,255,0
5163,,7,3,0.52,2,0,3
5164,125.0,30,2,0.56,8,359,2
5165,125.0,30,2,1.13,8,245,2
5166,112.0,30,0,,8,339,0
5167,110.0,3,36,6.17,6,35,36
5168,150.0,90,0,,1,164,0
5169,145.0,30,2,0.36,37,201,2
5170,35.0,1,10,1.49,134,335,10
5171,135.0,30,0,,2,254,0
5172,183.0,30,2,0.36,8,365,2
5173,238.0,3,11,1.64,1,83,11
5174,336.0,2,4,0.97,1,207,4
5175,320.0,1,25,3.93,2,111,25
5176,130.0,30,2,0.65,3,49,2
5177,156.0,2,23,4.06,1,80,23
5178,69.0,2,55,8.25,4,75,55
5179,71.0,1,57,8.26,3,0,57
5180,99.0,7,0,,7,179,0
5181,120.0,1,60,9.52,1,269,60
5182,99.0,7,0,,7,179,0
5183,99.0,7,0,,7,179,0
5184,98.0,7,0,,7,364,0
5185,289.0,2,10,1.6,4,0,10
5186,,2,6,1.05,1,0,6
5187,80.0,30,25,3.75,1,233,25
5188,122.0,1,6,1.76,1,0,6
5189,241.0,1,13,2.6,1,278,13
5190,,30,1,1.0,1,0,1
5191,139.0,1,23,3.37,1,0,23
5192,120.0,30,2,0.5,26,315,2
5193,115.0,30,3,0.63,26,240,3
5194,175.0,2,11,2.09,1,63,11
5195,128.0,30,2,0.56,1,264,2
5196,110.0,30,2,0.43,37,206,2
5197,46.0,1,3,0.78,19,269,3
5198,150.0,1,1,0.15,19,365,1
5199,23.0,30,0,,19,270,0
5200,239.0,2,30,5.52,1,0,30
5201,153.0,2,35,5.25,3,0,35
5202,195.0,1,96,15.82,11,0,96
5203,529.0,3,18,3.03,3,168,18
5204,184.0,1,72,11.87,11,0,72
5205,205.0,1,17,2.82,11,0,17
5206,190.0,1,1,0.36,3,269,1
5207,138.0,1,3,0.47,1,71,3
5208,109.0,4,24,3.79,1,357,24
5209,471.0,2,13,2.25,1,165,13
5210,53.0,1,11,1.71,18,180,11
5211,136.0,2,18,3.27,1,0,18
5212,250.0,3,23,3.5,1,1,23
5213,87.0,3,38,6.1,1,0,38
